T,fitness
733,37670176807.87303
811,1109353502942.94
133,3009.496544020221
355,120415.39163617618
777,239289096130.51245
115,2597.6310371717323
452,1530788.9990309395
940,510602536944048.8
879,26727528171478.22
345,89397.82109693681
576,83260954.15980089
153,3662.861637441811
950,875276505093805.9
602,214671704.53377125
162,4088.4736021410154
238,11316.41078898158
422,629038.5923037091
511,9678280.068195904
660,1819238320.615542
285,24315.614319116452
2,1884.4330247036628
100,2430.704454189159
2,1884.4330247036628
2,1884.4330247036628
820,1680162073715.7302
115,2597.6310371717323
163,4051.0251850018813
154,3717.20228986499
212,7734.561639333711
138,3116.8666612433117
136,3126.881860815231
178,4924.661113421537
6,1652.6369402405658
29,1741.1535351021298
24,1676.138932216274
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
52,1856.8462305399557
107,2478.558176201857
33,1758.3049967061631
6,1652.6369402405658
25,1715.8094086844205
2,1884.4330247036628
2,1884.4330247036628
7,1662.7650917374422
2,1884.4330247036628
2,1884.4330247036628
6,1652.6369402405658
2,1884.4330247036628
11,1676.8769966868956
2,1884.4330247036628
56,1858.7290178618955
2,1884.4330247036628
24,1676.138932216274
2,1884.4330247036628
52,1856.8462305399557
60,1998.8653647506505
2,1884.4330247036628
33,1758.3049967061631
41,1823.1789742761314
18,1703.7577290915335
34,1757.3983017980115
12,1697.5968174341278
65,1953.6082193140635
2,1884.4330247036628
34,1757.3983017980115
22,1698.0936523179184
2,1884.4330247036628
25,1715.8094086844205
29,1741.1535351021298
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
14,1702.1554159397763
24,1676.138932216274
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
14,1702.1554159397763
101,2418.889313802354
2,1884.4330247036628
18,1703.7577290915335
15,1665.8233974355094
34,1757.3983017980115
43,1871.3709363535759
19,1730.8394107210233
12,1697.5968174341278
26,1747.075296142979
18,1703.7577290915335
7,1662.7650917374422
5,1683.8111109313768
32,1745.246746676392
2,1884.4330247036628
2,1884.4330247036628
4,1711.6682560085667
39,1856.480972311129
5,1683.8111109313768
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
4,1711.6682560085667
9,1697.2243277326206
10,1678.8426292634706
24,1676.138932216274
18,1703.7577290915335
48,1852.445827049579
2,1884.4330247036628
2,1884.4330247036628
67,2014.1476272076827
36,1782.9286894431036
27,1746.6572447705767
2,1884.4330247036628
2,1884.4330247036628
41,1823.1789742761314
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
13,1718.5547506411463
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
10,1678.8426292634706
2,1884.4330247036628
29,1741.1535351021298
57,1935.312986082153
54,1913.5568899465836
6,1652.6369402405658
2,1884.4330247036628
2,1884.4330247036628
10,1678.8426292634706
37,1755.2162248636657
2,1884.4330247036628
10,1678.8426292634706
3,1758.8282302693292
13,1718.5547506411463
2,1884.4330247036628
7,1662.7650917374422
6,1652.6369402405658
11,1676.8769966868956
3,1758.8282302693292
3,1758.8282302693292
19,1730.8394107210233
2,1884.4330247036628
2,1884.4330247036628
10,1678.8426292634706
2,1884.4330247036628
45,1868.0830698920895
13,1718.5547506411463
2,1884.4330247036628
25,1715.8094086844205
18,1703.7577290915335
44,1841.5311042250614
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
17,1679.4776892301206
92,2290.4440376326106
2,1884.4330247036628
62,1996.1802361515083
59,1911.1643192010229
57,1935.312986082153
35,1783.9650510893412
49,1849.5369325496158
14,1702.1554159397763
22,1698.0936523179184
2,1884.4330247036628
9,1697.2243277326206
39,1856.480972311129
2,1884.4330247036628
14,1702.1554159397763
2,1884.4330247036628
28,1718.0310730194653
52,1856.8462305399557
15,1665.8233974355094
94,2332.2852907105844
12,1697.5968174341278
2,1884.4330247036628
60,1998.8653647506505
11,1676.8769966868956
16,1685.5739993233774
27,1746.6572447705767
2,1884.4330247036628
2,1884.4330247036628
7,1662.7650917374422
2,1884.4330247036628
2,1884.4330247036628
42,1828.5281772149522
54,1913.5568899465836
12,1697.5968174341278
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
28,1718.0310730194653
2,1884.4330247036628
7,1662.7650917374422
4,1711.6682560085667
55,1925.0479905571071
2,1884.4330247036628
7,1662.7650917374422
2,1884.4330247036628
7,1662.7650917374422
14,1702.1554159397763
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
30,1783.2890891053569
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
10,1678.8426292634706
13,1718.5547506411463
90,2181.38602779903
2,1884.4330247036628
2,1884.4330247036628
9,1697.2243277326206
8,1684.2761079706231
2,1884.4330247036628
26,1747.075296142979
4,1711.6682560085667
2,1884.4330247036628
25,1715.8094086844205
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
88,2178.050922102828
2,1884.4330247036628
2,1884.4330247036628
5,1683.8111109313768
4,1711.6682560085667
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
58,2014.5309569610486
2,1884.4330247036628
45,1868.0830698920895
2,1884.4330247036628
2,1884.4330247036628
2,1884.4330247036628
